RNA023479,RNA023491,RNA023504,RNA023506,RNA023520,RNA023514,RNA023523,RNA023526,RNA023534,RNA023539,RNA023540,RNA023545,RNA023550,RNA023551,RNA023553,RNA023555,RNA023556,RNA023559,RNA023561,RNA023562,RNA023567,RNA023568,RNA023572,RNA023573,RNA023575,RNA023581,RNA023585,RNA023587,RNA023593,RNA023594,RNA023596,RNA023603,RNA023605,RNA023614,RNA023616,RNA023617,RNA023618,RNA023619,RNA023521,RNA022818,RNA022822,RNA022824,RNA022832,RNA022836,RNA022838,RNA022852,RNA022853,RNA022855,RNA022854,RNA022860,RNA022867,RNA022871,RNA022880,RNA022883,RNA022885,RNA022887,RNA022904,RNA022906,RNA022911,RNA022915,RNA022921,RNA022923,RNA022925,RNA022946,RNA022948,RNA022956,RNA022972,RNA022975,RNA022981,RNA022987,RNA022992,RNA022993,RNA022995,RNA023001,RNA023024,RNA023027,RNA023049,RNA023058,RNA023066,RNA023068,RNA023071,RNA023078,RNA023080,RNA023087,RNA023092,RNA023099,RNA023117,RNA023129,RNA023131,RNA023134,RNA023138,RNA023143,RNA023146,RNA023152,RNA023153,RNA023167,RNA023170,RNA023174,RNA023176,RNA023179,RNA023185,RNA023190,RNA023198,RNA023199,RNA023200,RNA023203,RNA023208,RNA023209,RNA023222,RNA023225,RNA023227,RNA023226,RNA023229,RNA023239,RNA023242,RNA023267,RNA023269,RNA023275,RNA023282,RNA023284,RNA023285,RNA023286,RNA023141,RNA023098,RNA023169,RNA023403,RNA023404,RNA023405,RNA023407,RNA023409,RNA023410,RNA023331,RNA023299,RNA023411,RNA023337,RNA023339,RNA023341,RNA023345,RNA023351,RNA023414,RNA023355,RNA023357,RNA023416,RNA023418,RNA023361,RNA023363,RNA023423,RNA023367,RNA023425,RNA023371,RNA023432,RNA023435,RNA023436,RNA023438,RNA023442,RNA023448,RNA023450,RNA023451,RNA023454,RNA023457,RNA023458,RNA023465,RNA023466,RNA023467,RNA023468,RNA023470,RNA023399,RNA023473,RNA023474,RNA023632,RNA023637,RNA023638,RNA023642,RNA023643
,,SPHK2,,,,,PLPP6,,,,,,,SMC5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHOC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MYO5C,,SYK,,,,,,,,,,,,SLC37A2,,,,,,,,,,,,,,,,,,,,,,,,TBXA2R,SELENON,,,ST3GAL3,,,,,,,,,TBRG4,,,,,,,,,,,,,TMC8,,,,TRIP11,,MAP3K20,,,,,,,,,,,,,,,,,,,ZFPM1,,,,,
,,SPI1,,,,,PLRG1,,,,,,,SMC6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHPRH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MYO6,,SYMPK,,,,,,,,,,,,SLC39A10,,,,,,,,,,,,,,,,,,,,,,,,TBXAS1,SELENOO,,,ST3GAL4,,,,,,,,,TBX3,,,,,,,,,,,,,TMCC1,,,,TRIP12,,MAP3K21,,,,,,,,,,,,,,,,,,,ZFX,,,,,
,,SPIB,,,,,PLS1,,,,,,,SMCHD1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHROOM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MYO9B,,SYNE1,,,,,,,,,,,,SLC39A13,,,,,,,,,,,,,,,,,,,,,,,,TC2N,SELENOP,,,ST6GALNAC1,,,,,,,,,TBXA2R,,,,,,,,,,,,,TMED1,,,,TRIP4,,MAP3K3,,,,,,,,,,,,,,,,,,,ZFYVE16,,,,,
,,SPIDR,,,,,PLSCR1,,,,,,,SMCO4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHROOM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MYOF,,SYNE2,,,,,,,,,,,,SLC39A3,,,,,,,,,,,,,,,,,,,,,,,,TCAIM,SELENOW,,,ST6GALNAC3,,,,,,,,,TBXAS1,,,,,,,,,,,,,TMED10,,,,TRIQK,,MAP3K5,,,,,,,,,,,,,,,,,,,ZFYVE26,,,,,
,,SPIN2B,,,,,PLSCR4,,,,,,,SMCR8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIDT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MYOM1,,SYNE3,,,,,,,,,,,,SLC39A4,,,,,,,,,,,,,,,,,,,,,,,,TCEA1P2,SELL,,,ST6GALNAC4,,,,,,,,,TC2N,,,,,,,,,,,,,TMED3,,,,TRMO,,MAP3K6,,,,,,,,,,,,,,,,,,,ZFYVE27,,,,,
,,SPIN4,,,,,PLXDC2,,,,,,,SMG1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIGLEC5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MYZAP,,SYNJ2,,,,,,,,,,,,SLC39A6,,,,,,,,,,,,,,,,,,,,,,,,TCEA2,SELPLG,,,ST7,,,,,,,,,TCAIM,,,,,,,,,,,,,TMED8,,,,TRMT10B,,MAP3K7,,,,,,,,,,,,,,,,,,,ZGRF1,,,,,
,,SPINK5,,,,,PLXNC1,,,,,,,SMG5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIGLEC7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MZF1,,SYNJ2BP,,,,,,,,,,,,SLC39A8,,,,,,,,,,,,,,,,,,,,,,,,TCEA3,SEMA3E,,,ST7L,,,,,,,,,TCEA1P2,,,,,,,,,,,,,TMEM104,,,,TRMT11,,MAP3K7CL,,,,,,,,,,,,,,,,,,,ZHX2,,,,,
,,SPINT1,,,,,PLXND1,,,,,,,SMG6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIGLEC9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MZT1,,SYNM,,,,,,,,,,,,SLC39A9,,,,,,,,,,,,,,,,,,,,,,,,TCEAL9,SEMA4A,,,ST8SIA1,,,,,,,,,TCEAL2,,,,,,,,,,,,,TMEM106C,,,,TRMT13,,MAP3K8,,,,,,,,,,,,,,,,,,,ZKSCAN1,,,,,
,,SPINT2,,,,,PM20D2,,,,,,,SMG7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIGMAR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N4BP2,,SYNPO,,,,,,,,,,,,SLC3A2,,,,,,,,,,,,,,,,,,,,,,,,TCERG1,SEMA4D,,,STAG2,,,,,,,,,TCEAL7,,,,,,,,,,,,,TMEM120B,,,,TRMT1L,,MAP3K9,,,,,,,,,,,,,,,,,,,ZKSCAN8,,,,,
,,SPN,,,,,PML,,,,,,,SMIM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIK2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N4BP2L1,,SYNPO2,,,,,,,,,,,,SLC40A1,,,,,,,,,,,,,,,,,,,,,,,,TCF12,SEMA6B,,,STAG3,,,,,,,,,TCEAL8,,,,,,,,,,,,,TMEM123,,,,TRMT5,,MAP4,,,,,,,,,,,,,,,,,,,ZMAT1,,,,,
,,SPOCD1,,,,,PMM1,,,,,,,SMIM10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIK3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N6AMT1,,SYP,,,,,,,,,,,,SLC44A1,,,,,,,,,,,,,,,,,,,,,,,,TCF15,SEMG1,,,STAG3L2,,,,,,,,,TCEAL9,,,,,,,,,,,,,TMEM127,,,,TRMT6,,MAP4K1,,,,,,,,,,,,,,,,,,,ZMIZ1,,,,,
,,SPOCK2,,,,,PMPCB,,,,,,,SMIM12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIKE1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAA15,,SYPL1,,,,,,,,,,,,SLC44A2,,,,,,,,,,,,,,,,,,,,,,,,TCF20,SENCR,,,STAG3L3,,,,,,,,,TCF20,,,,,,,,,,,,,TMEM128,,,,TRMU,,MAP4K2,,,,,,,,,,,,,,,,,,,ZMIZ2,,,,,
,,SPPL2B,,,,,PMS1,,,,,,,SMIM14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIN3A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAA16,,SYT11,,,,,,,,,,,,SLC49A3,,,,,,,,,,,,,,,,,,,,,,,,TCF3,SENP1,,,STAG3L4,,,,,,,,,TCF3,,,,,,,,,,,,,TMEM129,,,,TRNT1,,MAP4K4,,,,,,,,,,,,,,,,,,,ZMPSTE24,,,,,
,,SPPL3,,,,,PMS2,,,,,,,SMIM20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIPA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAA20,,SYTL1,,,,,,,,,,,,SLC4A1,,,,,,,,,,,,,,,,,,,,,,,,TCF7,SENP2,,,STAP1,,,,,,,,,TCF7,,,,,,,,,,,,,TMEM131,,,,TRPC4AP,,MAP7,,,,,,,,,,,,,,,,,,,ZMYM1,,,,,
,,SPRTN,,,,,PMS2P3,,,,,,,SMIM24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIPA1L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAA25,,SYTL3,,,,,,,,,,,,SLC4A2,,,,,,,,,,,,,,,,,,,,,,,,TCHP,SENP5,,,STARD3,,,,,,,,,TCF7L2,,,,,,,,,,,,,TMEM131L,,,,TRPM7,,MAP7D1,,,,,,,,,,,,,,,,,,,ZMYM4,,,,,
,,SPRYD3,,,,,PNMA1,,,,,,,SMIM27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIPA1L3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAA35,,SYTL4,,,,,,,,,,,,SLC5A12,,,,,,,,,,,,,,,,,,,,,,,,TCIM,SERPINA1,,,STARD3NL,,,,,,,,,TCHP,,,,,,,,,,,,,TMEM135,,,,TRPS1,,MAP7D2,,,,,,,,,,,,,,,,,,,ZNF10,,,,,
,,SPRYD7,,,,,PNN,,,,,,,SMIM29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIRPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAA38,,SYVN1,,,,,,,,,,,,SLC5A3,,,,,,,,,,,,,,,,,,,,,,,,TCP11L2,SERPINB4,,,STARD5,,,,,,,,,TCIM,,,,,,,,,,,,,TMEM140,,,,TRRAP,,MAP9,,,,,,,,,,,,,,,,,,,ZNF101,,,,,
,,SPSB3,,,,,PNP,,,,,,,SMIM30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIRPB1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAAA,,SZRD1,,,,,,,,,,,,SLC6A16,,,,,,,,,,,,,,,,,,,,,,,,TCTA,SERPINB9,,,STARD8,,,,,,,,,TCP11L2,,,,,,,,,,,,,TMEM14B,,,,TRUB1,,MAPK1,,,,,,,,,,,,,,,,,,,ZNF106,,,,,
,,SPTA1,,,,,PNPLA6,,,,,,,SMIM31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIRPB2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAALADL1,,TAB3,,,,,,,,,,,,SLC6A6,,,,,,,,,,,,,,,,,,,,,,,,TCTN3,SERPINE2,,,STAT1,,,,,,,,,TCTA,,,,,,,,,,,,,TMEM14C,,,,TSC22D1,,MAPK13,,,,,,,,,,,,,,,,,,,ZNF107,,,,,
,,SPTAN1,,,,,PNPLA7,,,,,,,SMIM5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIRT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAB1,,TACC1,,,,,,,,,,,,SLC6A8,,,,,,,,,,,,,,,,,,,,,,,,TDP2,SERPINF1,,,STAT2,,,,,,,,,TCTN3,,,,,,,,,,,,,TMEM151A,,,,TSC22D2,,MAPK14,,,,,,,,,,,,,,,,,,,ZNF131,,,,,
,,SPTB,,,,,PNPLA8,,,,,,,SMIM7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIRT3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAB2,,TADA3,,,,,,,,,,,,SLC7A11,,,,,,,,,,,,,,,,,,,,,,,,TDRD3,SERPINI1,,,STAT5A,,,,,,,,,TDP2,,,,,,,,,,,,,TMEM154,,,,TSC22D3,,MAPK3,,,,,,,,,,,,,,,,,,,ZNF133,,,,,
,,SPTBN1,,,,,PNRC2,,,,,,,SMOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIRT7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NABP1,,TAF1,,,,,,,,,,,,SLC7A6,,,,,,,,,,,,,,,,,,,,,,,,TDRD7,SERTAD1,,,STAT5B,,,,,,,,,TDRD3,,,,,,,,,,,,,TMEM158,,,,TSC22D4,,MAPK6,,,,,,,,,,,,,,,,,,,ZNF141,,,,,
,,SPTLC2,,,,,POC1A,,,,,,,SMPD1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIX1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NACA3P,,TAF10,,,,,,,,,,,,SLC7A6OS,,,,,,,,,,,,,,,,,,,,,,,,TDRKH,SERTAD2,,,STAT6,,,,,,,,,TDRKH,,,,,,,,,,,,,TMEM161B,,,,TSGA10,,MAPK7,,,,,,,,,,,,,,,,,,,ZNF143,,,,,
,,SPTSSA,,,,,POC1B,,,,,,,SMPD4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SKA3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NACA4P,,TAF11,,,,,,,,,,,,SLC7A7,,,,,,,,,,,,,,,,,,,,,,,,TDRP,SERTAD4,,,STAU2,,,,,,,,,TEAD4,,,,,,,,,,,,,TMEM164,,,,TSPAN18,,MAPK8,,,,,,,,,,,,,,,,,,,ZNF146,,,,,
,,SPTSSB,,,,,POC5,,,,,,,SMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SKAP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NACC1,,TAF12,,,,,,,,,,,,SLC8A1,,,,,,,,,,,,,,,,,,,,,,,,TEC,SESN1,,,STEAP3,,,,,,,,,TECPR2,,,,,,,,,,,,,TMEM167A,,,,TSPAN32,,MAPK8IP2,,,,,,,,,,,,,,,,,,,ZNF155,,,,,
,,SPTY2D1,,,,,PODNL1,,,,,,,SMTN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SKIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NACC2,,TAF1A,,,,,,,,,,,,SLC9A1,,,,,,,,,,,,,,,,,,,,,,,,TECPR1,SESN3,,,STIM1,,,,,,,,,TECR,,,,,,,,,,,,,TMEM167B,,,,TSPAN4,,MAPK8IP3,,,,,,,,,,,,,,,,,,,ZNF169,,,,,
,,SQOR,,,,,POGK,,,,,,,SMUG1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NADK,,TAF1B,,,,,,,,,,,,SLC9A7P1,,,,,,,,,,,,,,,,,,,,,,,,TECPR2,SESTD1,,,STIM2,,,,,,,,,TEFM,,,,,,,,,,,,,TMEM17,,,,TSPAN5,,MAPK9,,,,,,,,,,,,,,,,,,,ZNF181,,,,,
,,SRBD1,,,,,POLA1,,,,,,,SMURF2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SLA2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAGA,,TAF1D,,,,,,,,,,,,SLC9A8,,,,,,,,,,,,,,,,,,,,,,,,TEDC1,SETBP1,,,STIP1,,,,,,,,,TENT2,,,,,,,,,,,,,TMEM181,,,,TSPYL2,,MAPKAP1,,,,,,,,,,,,,,,,,,,ZNF185,,,,,
,,SRC,,,,,POLD1,,,,,,,SMYD3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SLAIN2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAGK,,TAF3,,,,,,,,,,,,SLC9A9,,,,,,,,,,,,,,,,,,,,,,,,TENT2,SETD1A,,,STK10,,,,,,,,,TENT5A,,,,,,,,,,,,,TMEM203,,,,TSR1,,MAPKAPK2,,,,,,,,,,,,,,,,,,,ZNF195,,,,,
,,SREBF1,,,,,POLD2,,,,,,,SNAI1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SLAMF1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAMPT,,TAF5,,,,,,,,,,,,SLCO2A1,,,,,,,,,,,,,,,,,,,,,,,,TENT5C,SETD1B,,,STK17B,,,,,,,,,TENT5C,,,,,,,,,,,,,TMEM219,,,,TSR2,,MAPKAPK3,,,,,,,,,,,,,,,,,,,ZNF200,,,,,
,,SRF,,,,,POLD3,,,,,,,SNAI3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SLBP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAMPTP1,,TAF6,,,,,,,,,,,,SLCO4A1,,,,,,,,,,,,,,,,,,,,,,,,TEP1,SETD3,,,STK24,,,,,,,,,TEP1,,,,,,,,,,,,,TMEM222,,,,TSSC4,,MAPKAPK5,,,,,,,,,,,,,,,,,,,ZNF211,,,,,
,,SRGAP1,,,,,POLDIP2,,,,,,,SNAP23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SLC10A3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NANS,,TAF8,,,,,,,,,,,,SLF2,,,,,,,,,,,,,,,,,,,,,,,,TERF1,SETD5,,,STK26,,,,,,,,,TERF1,,,,,,,,,,,,,TMEM234,,,,TST,,MAPKBP1,,,,,,,,,,,,,,,,,,,ZNF217,,,,,
,,SRGAP2C,,,,,POLDIP3,,,,,,,SNAP29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SLC10A4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAP1L4,,TALDO1,,,,,,,,,,,,SLFN11,,,,,,,,,,,,,,,,,,,,,,,,TERF2,SETD6,,,STK3,,,,,,,,,TERF2IP,,,,,,,,,,,,,TMEM238,,,,TTC13,,MAPRE1,,,,,,,,,,,,,,,,,,,ZNF22,,,,,
,,SRGAP3,,,,,POLE2,,,,,,,SNAPIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SLC12A6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAP1L4P1,,TAMM41,,,,,,,,,,,,SLFN12,,,,,,,,,,,,,,,,,,,,,,,,TERF2IP,SETD7,,,STK38,,,,,,,,,TES,,,,,,,,,,,,,TMEM243,,,,TTC14,,MAPRE2,,,,,,,,,,,,,,,,,,,ZNF224,,,,,
,,SRGN,,,,,POLE3,,,,,,,SNCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SLC12A7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAPA,,TANGO2,,,,,,,,,,,,SLFN5,,,,,,,,,,,,,,,,,,,,,,,,TESC,SF3A1,,,STK38L,,,,,,,,,TESC,,,,,,,,,,,,,TMEM250,,,,TTC21B,,MARCO,,,,,,,,,,,,,,,,,,,ZNF236,,,,,
,,SRI,,,,,POLE4,,,,,,,SND1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SLC12A9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAPG,,TANK,,,,,,,,,,,,SLIRP,,,,,,,,,,,,,,,,,,,,,,,,TESK2,SF3A2,,,STK39,,,,,,,,,TESPA1,,,,,,,,,,,,,TMEM258,,,,TTC27,,MARK2,,,,,,,,,,,,,,,,,,,ZNF250,,,,,
,,SRP19,,,,,POLG,,,,,,,SNED1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SLC15A4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NARF,,TAOK3,,,,,,,,,,,,SLIT3,,,,,,,,,,,,,,,,,,,,,,,,TET2,SF3A3,,,STK4,,,,,,,,,TET2,,,,,,,,,,,,,TMEM33,,,,TTC3,,MARK4,,,,,,,,,,,,,,,,,,,ZNF254,,,,,
,,SRP68,,,,,POLG2,,,,,,,SNF8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SLC16A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NARS2,,TARS2,,,,,,,,,,,,SLK,,,,,,,,,,,,,,,,,,,,,,,,TET3,SF3B3,,,STK40,,,,,,,,,TET3,,,,,,,,,,,,,TMEM39B,,,,TTC31,,MARS2,,,,,,,,,,,,,,,,,,,ZNF266,,,,,
,,SRPK2,,,,,POLH,,,,,,,SNHG1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SLC16A3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NASP,,TASOR,,,,,,,,,,,,SLMAP,,,,,,,,,,,,,,,,,,,,,,,,TEX10,SFI1,,,STMN1,,,,,,,,,TEX261,,,,,,,,,,,,,TMEM40,,,,TTC7A,,MARVELD1,,,,,,,,,,,,,,,,,,,ZNF274,,,,,
,,SRRT,,,,,POLI,,,,,,,SNHG11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SLC16A7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAT10,,TASOR2,,,,,,,,,,,,SLPI,,,,,,,,,,,,,,,,,,,,,,,,TEX2,SFMBT1,,,STMP1,,,,,,,,,TFAM,,,,,,,,,,,,,TMEM41B,,,,TTC9,,MAS1,,,,,,,,,,,,,,,,,,,ZNF275,,,,,
,,SRSF1,,,,,POLQ,,,,,,,SNHG17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SLC20A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAT8B,,TASP1,,,,,,,,,,,,SLX4,,,,,,,,,,,,,,,,,,,,,,,,TEX9,SFR1,,,STN1,,,,,,,,,TFAP4,,,,,,,,,,,,,TMEM63A,,,,TTF2,,MAST3,,,,,,,,,,,,,,,,,,,ZNF276,,,,,
,,SRSF10,,,,,POLR1A,,,,,,,SNHG6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SLC22A15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAT9,,TATDN3,,,,,,,,,,,,SMAD1,,,,,,,,,,,,,,,,,,,,,,,,TFAP2A,SFRP2,,,STOM,,,,,,,,,TFCP2,,,,,,,,,,,,,TMEM69,,,,TTLL3,,MAST4,,,,,,,,,,,,,,,,,,,ZNF280D,,,,,
,,SRSF8,,,,,POLR1E,,,,,,,SNHG7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SLC24A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NATD1,,TBC1D1,,,,,,,,,,,,SMAD4,,,,,,,,,,,,,,,,,,,,,,,,TFAP4,SFRP4,,,STON2,,,,,,,,,TFDP1,,,,,,,,,,,,,TMEM87A,,,,TTN,,MAT2B,,,,,,,,,,,,,,,,,,,ZNF282,,,,,
,,SS18,,,,,POLR2A,,,,,,,SNN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SLC25A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAV1,,TBC1D10A,,,,,,,,,,,,SMAP2,,,,,,,,,,,,,,,,,,,,,,,,TFB2M,SFT2D2,,,STRADA,,,,,,,,,TFDP2,,,,,,,,,,,,,TMEM87B,,,,TTPAL,,MATN2,,,,,,,,,,,,,,,,,,,ZNF292,,,,,
,,SS18L2,,,,,POLR2B,,,,,,,SNRK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SLC25A11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAV3,,TBC1D10C,,,,,,,,,,,,SMARCA2,,,,,,,,,,,,,,,,,,,,,,,,TFCP2,SFTPB,,,STRADB,,,,,,,,,TFE3,,,,,,,,,,,,,TMOD2,,,,TTR,,MAVS,,,,,,,,,,,,,,,,,,,ZNF296,,,,,
,,SSBP4,,,,,POLR2C,,,,,,,SNRNP25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SLC25A19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAXE,,TBC1D14,,,,,,,,,,,,SMARCA5,,,,,,,,,,,,,,,,,,,,,,,,TFDP1,SFXN3,,,STRAP,,,,,,,,,TFEB,,,,,,,,,,,,,TMOD3,,,,TTYH3,,MAX,,,,,,,,,,,,,,,,,,,ZNF317,,,,,
,,SSH1,,,,,POLR2G,,,,,,,SNRPA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SLC25A23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NBAS,,TBC1D15,,,,,,,,,,,,SMARCAD1,,,,,,,,,,,,,,,,,,,,,,,,TFE3,SGCB,,,STRBP,,,,,,,,,TFIP11,,,,,,,,,,,,,TMPO,,,,TUBA4A,,MAZ,,,,,,,,,,,,,,,,,,,ZNF318,,,,,
,,SSH2,,,,,POLR2H,,,,,,,SNRPD1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SLC25A28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NBDY,,TBC1D20,,,,,,,,,,,,SMARCB1,,,,,,,,,,,,,,,,,,,,,,,,TFEB,SGK3,,,STRN,,,,,,,,,TFRC,,,,,,,,,,,,,TMPRSS4,,,,TUBB1,,MB,,,,,,,,,,,,,,,,,,,ZNF326,,,,,
,,SSPN,,,,,POLR2I,,,,,,,SNRPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SLC25A37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NBEA,,TBC1D22A,,,,,,,,,,,,SMARCC1,,,,,,,,,,,,,,,,,,,,,,,,TFG,SGO1,,,STRN3,,,,,,,,,TGFB1I1,,,,,,,,,,,,,TMSB4XP4,,,,TUBE1,,MBD1,,,,,,,,,,,,,,,,,,,ZNF331,,,,,
,,SSR3,,,,,POLR2M,,,,,,,SNTB1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SLC25A39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NBEAL2,,TBC1D25,,,,,,,,,,,,SMARCC2,,,,,,,,,,,,,,,,,,,,,,,,TFIP11,SGO2,,,STRN4,,,,,,,,,TGFB2,,,,,,,,,,,,,TMTC2,,,,TUBGCP3,,MBD4,,,,,,,,,,,,,,,,,,,ZNF346,,,,,
,,SSR4,,,,,POLR3A,,,,,,,SNTN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SLC25A42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NBN,,TBC1D2B,,,,,,,,,,,,SMARCE1,,,,,,,,,,,,,,,,,,,,,,,,TFPI,SGPP1,,,STX10,,,,,,,,,TGFBI,,,,,,,,,,,,,TMUB2,,,,TUBGCP6,,MBD5,,,,,,,,,,,,,,,,,,,ZNF354B,,,,,
,,SSX2IP,,,,,POLR3C,,,,,,,SNU13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SLC25A51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NBPF10,,TBC1D31,,,,,,,,,,,,SMC4,,,,,,,,,,,,,,,,,,,,,,,,TGFB1I1,SGTA,,,STX12,,,,,,,,,TGFBR2,,,,,,,,,,,,,TMX1,,,,TULP4,,MBD6,,,,,,,,,,,,,,,,,,,ZNF362,,,,,
